Date,Revenue,COGS,Salaries,Marketing,Rent,Utilities,CapEx,Loan_Payment,Product_Line,Department_Expense_Type,Gross_Profit,Total_OpEx,Operating_Income,Daily_Cash_Flow,Cumulative_Cash_Flow
19-02-2024,9636.49,4151.11,2504.9,875.69,1500,375.79,0,0,Services,Marketing,5485.38,5256.38,228.99,228.99,-34033.78
20-02-2024,8570.46,3798.18,2505,923.03,1500,376.9,0,0,Software,Marketing,4772.28,5304.94,-532.66,-532.66,-34566.43
21-02-2024,10215.15,4263.35,2505.1,1085.45,1500,377.99,0,0,Hardware,R&D,5951.8,5468.54,483.26,483.26,-34083.17
22-02-2024,8747.97,3815.8,2505.2,845.19,1500,379.06,0,0,Services,Sales,4932.16,5229.44,-297.28,-297.28,-34380.46
23-02-2024,8998.22,3609.85,2505.3,794.48,1500,380.1,0,0,Software,Marketing,5388.38,5179.88,208.49,208.49,-34171.96
24-02-2024,9457.23,3917.09,2505.4,1077.96,1500,381.12,0,0,Hardware,Admin,5540.13,5464.48,75.66,75.66,-34096.31
25-02-2024,9640.24,4279.87,2505.5,1092.92,1500,382.11,0,0,Consulting,R&D,5360.37,5480.53,-120.16,-120.16,-34216.47
26-02-2024,9894.25,4377.55,2505.6,862.31,1500,383.08,0,0,Hardware,R&D,5516.71,5250.99,265.72,265.72,-33950.75
27-02-2024,9825.36,4186.37,2505.7,1030.69,1500,384.02,0,0,Software,Sales,5639,5420.42,218.58,218.58,-33732.18
28-02-2024,9607.15,3857.62,2505.8,954.46,1500,384.95,0,0,Services,Sales,5749.53,5345.21,404.32,404.32,-33327.86
29-02-2024,9003.31,4039.25,2505.9,998.89,1500,385.84,0,0,Software,Admin,4964.06,5390.63,-426.57,-426.57,-33754.42
01-03-2024,9731.93,4258.78,2506,959.36,1500,386.71,0,2000,Software,Sales,5473.15,5352.07,121.08,-1878.92,-35633.34
02-03-2024,9180.96,3808.16,2506.1,894.8,1500,387.55,0,0,Services,Marketing,5372.8,5288.45,84.35,84.35,-35548.99
03-03-2024,9214.76,3843.66,2506.2,1003.18,1500,388.37,0,0,Consulting,R&D,5371.1,5397.75,-26.65,-26.65,-35575.64
04-03-2024,9487.96,3974.63,2506.3,1093.69,1500,389.16,0,0,Services,Marketing,5513.33,5489.16,24.17,24.17,-35551.47
05-03-2024,9089.61,3682.11,2506.4,1008.38,1500,389.93,0,0,Services,R&D,5407.5,5404.71,2.79,2.79,-35548.68
06-03-2024,9859.68,4220.09,2506.5,1009.93,1500,390.67,0,0,Hardware,Sales,5639.59,5407.1,232.49,232.49,-35316.18
07-03-2024,9992.93,4232.85,2506.6,859.89,1500,391.38,0,0,Services,Admin,5760.09,5257.87,502.21,502.21,-34813.97
08-03-2024,9485.72,4045.61,2506.7,846.88,1500,392.07,0,0,Consulting,Sales,5440.11,5245.65,194.46,194.46,-34619.51
09-03-2024,10845.5,4849.35,2506.8,1160.6,1500,392.72,0,0,Hardware,Sales,5996.14,5560.12,436.02,436.02,-34183.48
10-03-2024,9797.4,4059.35,2506.9,1039.99,1500,393.35,0,0,Software,Sales,5738.05,5440.24,297.81,297.81,-33885.68
11-03-2024,10131.93,4470.66,2507,932.34,1500,393.96,0,0,Software,Sales,5661.27,5333.3,327.97,327.97,-33557.7
12-03-2024,9633.97,4300.66,2507.1,1088.67,1500,394.53,0,0,Hardware,Sales,5333.31,5490.3,-156.99,-156.99,-33714.7
13-03-2024,10041.6,4135.45,2507.2,1133.08,1500,395.08,0,0,Software,Marketing,5906.15,5535.36,370.79,370.79,-33343.9
14-03-2024,10696.68,4516.67,2507.3,898.05,1500,395.6,0,0,Services,R&D,6180.01,5300.95,879.06,879.06,-32464.84
15-03-2024,9903.99,3988.3,2507.4,827.91,1500,396.09,0,0,Software,Sales,5915.69,5231.4,684.29,684.29,-31780.56
16-03-2024,10403.34,4563.87,2507.5,1190.58,1500,396.55,0,0,Hardware,Sales,5839.47,5594.63,244.83,244.83,-31535.72
17-03-2024,9425.95,4041.78,2507.6,1067.41,1500,396.98,0,0,Consulting,R&D,5384.17,5471.99,-87.82,-87.82,-31623.54
18-03-2024,8408.69,3458.48,2507.7,949.6,1500,397.39,0,0,Consulting,Sales,4950.21,5354.69,-404.47,-404.47,-32028.02
19-03-2024,10714.77,4762.88,2507.8,1014.86,1500,397.77,0,0,Software,Sales,5951.89,5420.42,531.47,531.47,-31496.55
20-03-2024,9324.37,3778.7,2507.9,761.86,1500,398.11,0,0,Hardware,R&D,5545.67,5167.87,377.8,377.8,-31118.75
21-03-2024,9646.65,4098.11,2508,1027.91,1500,398.43,0,0,Software,Sales,5548.54,5434.34,114.2,114.2,-31004.55
22-03-2024,9755.15,3927.42,2508.1,923.03,1500,398.72,40636.28,0,Hardware,Sales,5827.74,5329.85,497.89,-40138.39,-71142.94
23-03-2024,10427.61,4500.46,2508.2,915.71,1500,398.98,0,0,Consulting,R&D,5927.14,5322.89,604.25,604.25,-70538.68
24-03-2024,10784.1,4475.44,2508.3,892.78,1500,399.21,0,0,Services,Sales,6308.67,5300.29,1008.38,1008.38,-69530.31
25-03-2024,9773.32,4086.31,2508.4,1080.63,1500,399.41,0,0,Software,Sales,5687.01,5488.44,198.57,198.57,-69331.74
26-03-2024,9489.58,3984.65,2508.5,771.38,1500,399.58,0,0,Services,Sales,5504.94,5179.46,325.47,325.47,-69006.26
27-03-2024,10261.85,4282.6,2508.6,830.6,1500,399.72,0,0,Software,Admin,5979.25,5238.93,740.32,740.32,-68265.95
28-03-2024,10026.09,4403.96,2508.7,1090.46,1500,399.84,0,0,Hardware,Sales,5622.13,5499,123.13,123.13,-68142.82
29-03-2024,9902.63,4220.97,2508.8,1038.15,1500,399.92,0,0,Services,Admin,5681.66,5446.87,234.8,234.8,-67908.02
30-03-2024,10426.35,4480.66,2508.9,963.65,1500,399.97,0,0,Software,R&D,5945.69,5372.53,573.16,573.16,-67334.86
31-03-2024,9488.03,4237,2509,813.82,1500,400,0,0,Services,Marketing,5251.03,5222.82,28.21,28.21,-67306.65
01-04-2024,10249.45,4372.99,2509.1,1104.5,1500,399.99,0,2000,Hardware,Sales,5876.46,5513.59,362.87,-1637.13,-68943.78
02-04-2024,10453.76,4598.77,2509.2,1020.39,1500,399.96,0,0,Services,Sales,5854.99,5429.55,425.44,425.44,-68518.34
03-04-2024,9384.92,4003.27,2509.3,1010.5,1500,399.89,0,0,Software,Marketing,5381.66,5419.69,-38.03,-38.03,-68556.37
04-04-2024,9578.9,4212.96,2509.4,1093.78,1500,399.8,0,0,Hardware,Marketing,5365.94,5502.98,-137.04,-137.04,-68693.41
05-04-2024,9714.77,4074.61,2509.5,1001.01,1500,399.68,0,0,Software,Sales,5640.16,5410.18,229.97,229.97,-68463.44
06-04-2024,10358.59,4533.17,2509.6,1226.82,1500,399.52,0,0,Hardware,Sales,5825.41,5635.94,189.47,189.47,-68273.97
07-04-2024,9627.82,4016.78,2509.7,993.99,1500,399.34,0,0,Services,Sales,5611.03,5403.03,208,208,-68065.96
08-04-2024,11097.58,4782.19,2509.8,1105.01,1500,399.13,0,0,Services,Marketing,6315.4,5513.94,801.46,801.46,-67264.51
09-04-2024,10508.89,4559.38,2509.9,1170.6,1500,398.89,0,0,Services,Sales,5949.51,5579.39,370.12,370.12,-66894.39
10-04-2024,9539.03,3998.22,2510,999.3,1500,398.61,0,0,Hardware,Sales,5540.81,5407.91,132.9,132.9,-66761.48
11-04-2024,10116.33,4215.98,2510.1,823.03,1500,398.31,0,0,Hardware,Admin,5900.35,5231.44,668.91,668.91,-66092.57
12-04-2024,10283.95,4397.23,2510.2,862.57,1500,397.99,0,0,Hardware,Sales,5886.73,5270.76,615.97,615.97,-65476.61
13-04-2024,9878.26,4354.94,2510.3,923.76,1500,397.63,0,0,Software,R&D,5523.32,5331.69,191.63,191.63,-65284.98
14-04-2024,10095.65,4099.99,2510.4,1171.35,1500,397.24,0,0,Services,Sales,5995.66,5578.99,416.67,416.67,-64868.3
15-04-2024,10108.79,4091.28,2510.5,810.39,1500,396.83,0,0,Hardware,Admin,6017.5,5217.72,799.78,799.78,-64068.52
16-04-2024,9513.61,3885.89,2510.6,878.5,1500,396.38,0,0,Services,Marketing,5627.72,5285.49,342.23,342.23,-63726.29
17-04-2024,9739.93,4283.42,2510.7,1090.98,1500,395.91,0,0,Software,Sales,5456.51,5497.58,-41.08,-41.08,-63767.36
18-04-2024,10474.07,4276.83,2510.8,1185.03,1500,395.41,0,0,Hardware,Sales,6197.24,5591.23,606.01,606.01,-63161.36
19-04-2024,9973.35,4473.48,2510.9,962.13,1500,394.88,0,0,Software,Sales,5499.87,5367.91,131.96,131.96,-63029.39
20-04-2024,9225.43,3874.7,2511,768.56,1500,394.32,0,0,Consulting,Sales,5350.74,5173.88,176.86,176.86,-62852.54
21-04-2024,10488.33,4211.77,2511.1,1124.43,1500,393.73,0,0,Software,Sales,6276.57,5529.26,747.31,747.31,-62105.23
22-04-2024,9879.81,4388.22,2511.2,956.02,1500,393.12,0,0,Hardware,R&D,5491.58,5360.34,131.24,131.24,-61973.99
23-04-2024,9840.03,4087.47,2511.3,1078.77,1500,392.48,0,0,Services,Sales,5752.56,5482.55,270.01,270.01,-61703.98
24-04-2024,10203.89,4295.35,2511.4,1114.66,1500,391.81,0,0,Hardware,Sales,5908.54,5517.87,390.67,390.67,-61313.31
25-04-2024,10174.65,4556.97,2511.5,1126.12,1500,391.12,0,0,Hardware,Marketing,5617.68,5528.74,88.95,88.95,-61224.36
26-04-2024,9753.2,4140.39,2511.6,850.77,1500,390.39,0,0,Software,Marketing,5612.8,5252.76,360.04,360.04,-60864.32
27-04-2024,9979.6,4315.55,2511.7,882.23,1500,389.65,0,0,Software,Sales,5664.05,5283.57,380.48,380.48,-60483.84
28-04-2024,9570,4040.65,2511.8,893.37,1500,388.87,0,0,Services,Sales,5529.35,5294.04,235.31,235.31,-60248.53
29-04-2024,10172.44,4238.79,2511.9,984.81,1500,388.07,0,0,Hardware,Sales,5933.66,5384.78,548.88,548.88,-59699.65
30-04-2024,10568.83,4511.08,2512,1253.77,1500,387.24,0,0,Software,Admin,6057.75,5653.02,404.73,404.73,-59294.92
01-05-2024,9640.05,3937.48,2512.1,1143.05,1500,386.39,0,2000,Hardware,Sales,5702.57,5541.53,161.04,-1838.96,-61133.88
02-05-2024,10409.5,4538.18,2512.2,1111.03,1500,385.51,0,0,Software,Admin,5871.31,5508.74,362.57,362.57,-60771.31
03-05-2024,10665.63,4523.3,2512.3,864.17,1500,384.6,0,0,Services,R&D,6142.33,5261.07,881.26,881.26,-59890.05
04-05-2024,9896.24,4389.2,2512.4,1057.63,1500,383.67,0,0,Hardware,Marketing,5507.04,5453.7,53.33,53.33,-59836.72
05-05-2024,11477.83,5019.96,2512.5,1187.17,1500,382.72,0,0,Services,Sales,6457.86,5582.39,875.48,875.48,-58961.24
06-05-2024,10218.41,4414.38,2512.6,1129.17,1500,381.74,0,0,Consulting,Sales,5804.03,5523.51,280.52,280.52,-58680.72
07-05-2024,9822.23,4215.81,2512.7,802.32,1500,380.74,0,0,Consulting,R&D,5606.42,5195.76,410.67,410.67,-58270.05
08-05-2024,9833.11,4312.32,2512.8,918.31,1500,379.71,0,0,Hardware,Sales,5520.79,5310.82,209.98,209.98,-58060.08
09-05-2024,9870.41,3955.97,2512.9,955.4,1500,378.66,0,0,Software,Sales,5914.45,5346.96,567.48,567.48,-57492.59
10-05-2024,9738.59,4201.44,2513,976.28,1500,377.59,0,0,Services,R&D,5537.14,5366.86,170.28,170.28,-57322.31
11-05-2024,10412,4644.25,2513.1,1059.32,1500,376.49,0,0,Hardware,Marketing,5767.75,5448.91,318.83,318.83,-57003.47
12-05-2024,10200.81,4419.15,2513.2,941.31,1500,375.37,0,0,Software,Marketing,5781.67,5329.88,451.79,451.79,-56551.69
13-05-2024,9933.83,4129.74,2513.3,869.39,1500,374.23,0,0,Hardware,Marketing,5804.1,5256.91,547.18,547.18,-56004.51
14-05-2024,10098.64,4201.19,2513.4,1179.96,1500,373.06,0,0,Consulting,Marketing,5897.45,5566.42,331.02,331.02,-55673.48
15-05-2024,10223.48,4535.61,2513.5,1108.48,1500,371.88,0,0,Consulting,Marketing,5687.88,5493.86,194.01,194.01,-55479.47
16-05-2024,9902.53,4199.97,2513.6,930.64,1500,370.67,0,0,Services,Sales,5702.56,5314.91,387.65,387.65,-55091.82
17-05-2024,9654.49,4036.32,2513.7,845.38,1500,369.45,0,0,Hardware,Marketing,5618.17,5228.53,389.64,389.64,-54702.17
18-05-2024,9703.79,4319.5,2513.8,931.19,1500,368.2,0,0,Software,Admin,5384.29,5313.18,71.1,71.1,-54631.07
19-05-2024,8949.56,3666.37,2513.9,1025.41,1500,366.93,0,0,Hardware,Marketing,5283.18,5406.24,-123.06,-123.06,-54754.13
20-05-2024,10554.41,4516.84,2514,880.86,1500,365.64,0,0,Hardware,Sales,6037.56,5260.51,777.06,777.06,-53977.07
21-05-2024,10137.68,4104.24,2514.1,857.44,1500,364.33,0,0,Software,Sales,6033.44,5235.87,797.56,797.56,-53179.51
22-05-2024,9986.13,4127.67,2514.2,1086.94,1500,363.01,0,0,Services,Sales,5858.46,5464.15,394.31,394.31,-52785.2
23-05-2024,9249.86,3859.36,2514.3,747.16,1500,361.66,0,0,Services,Sales,5390.5,5123.12,267.38,267.38,-52517.81
24-05-2024,10237.82,4242.3,2514.4,1226.73,1500,360.3,0,0,Services,Marketing,5995.52,5601.43,394.08,394.08,-52123.73
25-05-2024,9842.14,4083.83,2514.5,930.38,1500,358.92,0,0,Consulting,Marketing,5758.31,5303.79,454.51,454.51,-51669.22
26-05-2024,10840.45,4676.54,2514.6,942.61,1500,357.52,0,0,Hardware,Sales,6163.91,5314.73,849.18,849.18,-50820.03
27-05-2024,9552.55,3990.81,2514.7,781.25,1500,356.1,0,0,Software,R&D,5561.74,5152.05,409.69,409.69,-50410.35
28-05-2024,10068.58,4301.43,2514.8,1148.22,1500,354.67,0,0,Hardware,Sales,5767.16,5517.69,249.47,249.47,-50160.88
29-05-2024,9122.27,3666.52,2514.9,875.84,1500,353.22,0,0,Software,Sales,5455.75,5243.97,211.79,211.79,-49949.09
30-05-2024,9797.42,4046.4,2515,1055.99,1500,351.76,0,0,Hardware,R&D,5751.01,5422.75,328.27,328.27,-49620.83
31-05-2024,9360.86,3853.38,2515.1,870.82,1500,350.28,0,0,Services,Sales,5507.48,5236.2,271.28,271.28,-49349.54
01-06-2024,10291.32,4461.34,2515.2,958.78,1500,348.78,0,2000,Services,Sales,5829.98,5322.76,507.22,-1492.78,-50842.32
02-06-2024,10061.91,4032.61,2515.3,1162.1,1500,347.28,0,0,Services,Marketing,6029.3,5524.67,504.63,504.63,-50337.69
03-06-2024,9670.32,3872.03,2515.4,1093.9,1500,345.75,0,0,Software,Marketing,5798.29,5455.05,343.24,343.24,-49994.45
04-06-2024,10440.87,4292.84,2515.5,1076.78,1500,344.22,0,0,Software,Admin,6148.03,5436.49,711.53,711.53,-49282.92
05-06-2024,9729.59,4131.69,2515.6,962.42,1500,342.67,0,0,Hardware,Marketing,5597.9,5320.68,277.21,277.21,-49005.7
06-06-2024,10282.4,4412.26,2515.7,1183.68,1500,341.11,0,0,Hardware,Marketing,5870.15,5540.48,329.66,329.66,-48676.04
07-06-2024,9701.43,4112.79,2515.8,920.27,1500,339.53,0,0,Software,Marketing,5588.63,5275.6,313.03,313.03,-48363.01
08-06-2024,10769.15,4395.21,2515.9,1153.19,1500,337.95,0,0,Hardware,Marketing,6373.94,5507.04,866.9,866.9,-47496.1
09-06-2024,9517.32,3846.17,2516,988.8,1500,336.35,0,0,Hardware,Sales,5671.15,5341.15,330,330,-47166.11
10-06-2024,9756.57,4368.38,2516.1,1066,1500,334.74,0,0,Hardware,Marketing,5388.19,5416.84,-28.64,-28.64,-47194.75
11-06-2024,9684.92,4297.42,2516.2,902.72,1500,333.12,0,0,Software,Sales,5387.49,5252.04,135.45,135.45,-47059.3
12-06-2024,9080.74,3830.5,2516.3,940.66,1500,331.49,0,0,Consulting,Sales,5250.24,5288.46,-38.22,-38.22,-47097.52
13-06-2024,8798.35,3825.2,2516.4,771.69,1500,329.86,0,0,Services,Sales,4973.14,5117.95,-144.81,-144.81,-47242.33
14-06-2024,9701.58,4365.48,2516.5,1077.19,1500,328.21,0,0,Software,Marketing,5336.1,5421.9,-85.8,-85.8,-47328.13
15-06-2024,10027.3,4309.79,2516.6,869.37,1500,326.56,0,0,Services,Sales,5717.51,5212.52,504.99,504.99,-46823.15
16-06-2024,10626.95,4518.56,2516.7,1148.98,1500,324.89,0,0,Consulting,Marketing,6108.39,5490.58,617.81,617.81,-46205.34
17-06-2024,10144.44,4562.79,2516.8,875.46,1500,323.22,0,0,Services,Sales,5581.65,5215.48,366.17,366.17,-45839.17
18-06-2024,8976.5,3994.07,2516.9,996.79,1500,321.55,0,0,Software,Sales,4982.43,5335.24,-352.82,-352.82,-46191.99
19-06-2024,9108.45,3699.13,2517,1051.47,1500,319.86,0,0,Software,Admin,5409.32,5388.34,20.98,20.98,-46171.01
20-06-2024,9940.35,4287.17,2517.1,977.91,1500,318.18,0,0,Software,Marketing,5653.17,5313.18,339.99,339.99,-45831.02
21-06-2024,10186.26,4221.52,2517.2,1059.04,1500,316.48,0,0,Consulting,Sales,5964.74,5392.72,572.02,572.02,-45259
22-06-2024,9637.27,4116.42,2517.3,1078.92,1500,314.78,0,0,Software,Sales,5520.85,5411,109.85,109.85,-45149.15
23-06-2024,9980.76,4301.98,2517.4,1094.76,1500,313.08,0,0,Hardware,Sales,5678.78,5425.24,253.54,253.54,-44895.61
24-06-2024,10045.95,4288.27,2517.5,1138.25,1500,311.37,0,0,Services,Sales,5757.67,5467.12,290.55,290.55,-44605.07
25-06-2024,9894.95,4303.08,2517.6,843.47,1500,309.66,0,0,Hardware,R&D,5591.87,5170.73,421.13,421.13,-44183.94
26-06-2024,9033.29,3831.48,2517.7,832.03,1500,307.95,0,0,Software,Marketing,5201.81,5157.68,44.13,44.13,-44139.81
27-06-2024,8607.28,3773.47,2517.8,711.24,1500,306.23,0,0,Services,Marketing,4833.81,5035.27,-201.46,-201.46,-44341.27
28-06-2024,9138.83,4043.86,2517.9,1001.21,1500,304.51,0,0,Software,Sales,5094.97,5323.63,-228.65,-228.65,-44569.92
29-06-2024,9111.14,4039.08,2518,929.24,1500,302.8,0,0,Consulting,Sales,5072.07,5250.03,-177.97,-177.97,-44747.89
30-06-2024,9834.24,4046.83,2518.1,961.97,1500,301.08,0,0,Services,Sales,5787.4,5281.15,506.26,506.26,-44241.63
01-07-2024,10056.12,4327.73,2518.2,999.32,1500,299.35,0,2000,Hardware,Sales,5728.39,5316.88,411.52,-1588.48,-45830.11
02-07-2024,8828.83,3578.4,2518.3,915.05,1500,297.63,0,0,Hardware,Sales,5250.42,5230.98,19.44,19.44,-45810.67
03-07-2024,9670.95,3922.78,2518.4,1158.14,1500,295.92,0,0,Consulting,Sales,5748.17,5472.46,275.72,275.72,-45534.95
04-07-2024,9728.22,4059.16,2518.5,935.7,1500,294.2,0,0,Hardware,Marketing,5669.06,5248.4,420.66,420.66,-45114.29
05-07-2024,9378.38,3771.09,2518.6,945.35,1500,292.48,0,0,Services,Marketing,5607.29,5256.43,350.87,350.87,-44763.43
06-07-2024,8946.39,3911.17,2518.7,730.41,1500,290.77,0,0,Services,Marketing,5035.22,5039.88,-4.66,-4.66,-44768.08
07-07-2024,8689.39,3490,2518.8,770.07,1500,289.06,0,0,Hardware,Sales,5199.38,5077.93,121.45,121.45,-44646.63
08-07-2024,8783.61,3787.44,2518.9,740.86,1500,287.35,0,0,Hardware,Sales,4996.18,5047.11,-50.93,-50.93,-44697.56
09-07-2024,9066.4,3670.2,2519,968.78,1500,285.64,0,0,Software,Marketing,5396.19,5273.42,122.78,122.78,-44574.78
10-07-2024,9126.35,3985.61,2519.1,840.73,1500,283.94,0,0,Software,Marketing,5140.75,5143.78,-3.03,-3.03,-44577.81
11-07-2024,9805.03,4060.07,2519.2,890.2,1500,282.25,33397.8,0,Hardware,R&D,5744.95,5191.65,553.3,-32844.49,-77422.3
12-07-2024,9879.24,4113.27,2519.3,1104.3,1500,280.56,0,0,Software,Marketing,5765.98,5404.16,361.82,361.82,-77060.48
13-07-2024,9286.02,3829.74,2519.4,1056.57,1500,278.87,0,0,Hardware,Marketing,5456.28,5354.84,101.44,101.44,-76959.04
14-07-2024,9522.61,3835.99,2519.5,1003.31,1500,277.19,0,0,Software,Marketing,5686.62,5300.01,386.61,386.61,-76572.42
