Date,Amazon_Sales,Flipkart_Sales,Website_Sales,Offline_Sales,Gross_Sales,Total_Orders,Average_Order_Value,Returns,Net_Sales,COGS,Gross_Profit,Platform_Fees,Marketing_Spend_Digital,Marketing_Spend_Offline,Total_Marketing_Spend,Contribution_Margin,Fixed_Cost_Allocation,Net_Profit_Loss,Debt_Repayment_Cash_Out,Net_Cash_Flow
18-01-2024,145472.6002168275,50881.5501052446,31690.859004636197,70873.64384040968,180633.1132842261,120,1466.6373351534673,100129.43202176028,210349.5982701866,90678.76328228226,110095.71948329567,60761.078133271694,22799.955599334055,5199.191098475261,26951.27929242851,851.1222197404422,11513.16,-15481.74399679063,214544,-245291.72047748326
19-01-2024,178660.5401830258,104812.46796837714,51920.13268423443,49205.66451903079,314182.23190170655,282,1451.008585581545,62944.64708072686,207659.21969745817,171994.99680194777,127239.05175853249,71982.47358164044,24311.192102913483,2022.859045341726,39982.53503805951,1757.9192242958798,11513.16,-14343.973508884417,285519,-66265.31006881536
20-01-2024,156115.3015237666,40389.82381266919,49576.70127402532,58831.11953864605,172782.15936832427,121,1453.1585818707697,58727.15861771986,64436.0872241118,59358.424570790754,86006.94732731792,26425.483830406767,29090.243109410963,5546.318279024028,22059.5528832922,3071.0155923478897,11513.16,-13077.915877944193,346496,-282797.7585190131
21-01-2024,171414.64913794864,93843.9387306179,58880.90889184595,27806.583317466626,135671.54514451814,159,1462.3233932095677,60738.352170724815,199421.29038203374,164073.70351396588,38707.3077467977,34702.124505232525,30840.760273316286,5798.587568931895,33932.69679787035,-5686.414840019221,11513.16,-16238.348166634407,87887,-354299.1888355204
22-01-2024,72320.8494897715,57870.22090889784,37069.73602743266,20910.967411011043,290686.0954854479,185,1458.4122392527104,120031.2133594883,207881.90206320345,169953.0895841062,81174.62933231967,48058.1245802388,30302.04250256947,3327.494490599245,11716.184627556278,3542.3711365777935,11513.16,-11058.924886056782,100970,-310334.3394869186
23-01-2024,114513.96051460292,51699.73014434107,43940.36325172408,61793.821977015694,367336.43053280667,250,1458.1962240921757,119940.56690593854,189814.74730534482,125329.41588421546,70203.11966642647,73670.28352438897,38981.09638641495,3209.273922381174,12407.598176414132,2677.434251009766,11513.16,-14604.722859679925,68221,-114836.96537122704
24-01-2024,31956.771135084327,110032.8791386288,36253.87008358897,25332.210137977585,109885.84362321284,242,1462.493089732594,100524.82256894972,260380.9175825106,102353.26112081668,44502.52850199933,62049.961682544264,23075.50990340052,3312.0915858862813,16787.99697017115,942.4807454508227,11513.16,-9395.440098645275,9129,-78978.68421146896
25-01-2024,51762.8775004938,46509.531402111694,54312.069776898454,71180.3695584291,224497.30839932946,118,1466.675325462307,117625.14524437815,239282.62683415017,48049.31663735855,113732.43725208627,40498.22241940137,33588.612283008784,2593.7485737106417,50234.01314548236,3423.8881869434726,11513.16,-9442.48970537146,127112,-327420.5579207809
26-01-2024,57135.08451126542,50574.45436312391,21055.990640956697,48563.80451233395,348068.07390723034,233,1454.2154925693278,107393.55506216445,101999.10901357501,132638.03889129052,81330.32213421697,71256.94437472112,30012.03440431811,1646.5550778157456,18436.25466086443,2507.0024565569483,11513.16,-12388.203772336241,27254,-332743.1708674484
27-01-2024,146614.32929784476,90777.45620026454,66006.51604961441,75147.35192981508,191706.9851613887,218,1469.1535999676098,117905.35147928316,247886.3197101069,88756.28732227549,40823.290055317004,35639.19852667139,46285.32183245605,5574.351803601614,12478.02386463243,429.07668912092686,11513.16,-11300.785600755848,96123,-15559.479649456509
28-01-2024,84430.78350269573,47133.849124227316,47975.02242921765,36536.36351911082,369981.68478696374,207,1455.1100375082283,30843.440576131645,191694.13639659365,111546.82397835421,42110.27882785914,78536.2604589176,44015.93335952182,4812.7973496499035,47011.819380562316,900.7985113524501,11513.16,-13365.303775005956,67984,-227545.364054994
29-01-2024,54830.59249074502,102385.82443206337,33237.76273721039,71969.96204823202,351576.67438353517,248,1463.250273882533,27971.439705362078,65804.24490348707,48181.91695648926,79155.67267888942,78869.29841584618,34250.39728872802,2638.638319121903,35148.30905900287,3067.490358193253,11513.16,-9802.561208364792,278540,-230029.29078479315
30-01-2024,153011.45148332953,32409.869436222933,60544.724881950555,31562.864727889617,306263.4701636316,256,1461.0710105358753,56291.144868894924,142722.98422461262,101732.82636428159,75315.8375871802,72347.29956714173,26278.153848604008,4593.268537623449,12969.3243738372,258.00814716659715,11513.16,-12469.096947674312,14987,-87081.9425469127
31-01-2024,74022.51392528779,80947.56983909648,33047.49698856308,79171.62003066222,399781.9481665533,107,1469.0331592496516,53122.19115978289,113944.14825650303,111236.62342341954,96104.806484297,15584.92238393844,45996.79927051309,1888.67510457443,51660.85581985567,-4085.174712700871,11513.16,-13359.363699673922,292038,-59280.50517388515
01-02-2024,120180.55245298866,65155.24805265172,49764.00956079612,35321.522589554465,399250.21397244686,152,1464.810169521259,57390.3726924393,109458.6947477803,62019.37032484451,49160.27775703722,14808.982293309804,29253.922158011097,4056.113672776392,11594.050555040929,4248.7763465538565,11513.16,-8171.239669501718,264710,-209242.32490398857
02-02-2024,51961.30052163191,52698.64414823313,40523.0552308215,51766.13847754684,92227.91768789082,124,1466.002248684129,119563.01218056891,233790.08843203506,41653.36841804518,50299.48284189265,63040.051593430086,23489.993614084444,3053.2322488359678,45311.80290366288,252.74337508505596,11513.16,-8217.680323821565,153283,-173326.83458768387
03-02-2024,169499.4058865559,100161.01057377843,48626.15321903778,27633.896126768388,343874.54763008945,268,1453.8381659428394,97258.2140238841,287116.38057458814,95731.67620507514,100260.41916011708,34061.262854237386,20999.396398140285,3016.9878405685286,53058.70506354058,4103.976227274955,11513.16,-15104.411334210643,169154,-292023.07846261165
04-02-2024,72864.93228272197,109172.29386094528,36453.224454162526,45509.16988972382,132433.40315029462,233,1468.0562641273991,68591.55145691789,167705.5870544739,109794.51399603036,32213.499769539772,26579.50869439685,14506.794535704961,4508.351271941887,12155.83273784753,698.1498981327368,11513.16,-11842.396701697226,172045,-7505.309697692457
05-02-2024,58458.695135377726,72770.7889564775,57889.48632464021,58329.088201784056,137554.77750456487,78,1454.936937933177,57751.171679633015,214088.42098290674,117437.41412186944,49684.21189764056,63103.62758282241,29518.718179538388,4674.214751637073,37182.86989198286,4035.0077297339512,11513.16,-14937.105869972496,175711,-270214.3427910513
06-02-2024,47496.008440248326,28342.24194280093,39351.386938708754,14710.43130767056,427331.93294813763,114,1456.3721527716855,70190.34680741819,175992.97721217392,82905.31018723088,97632.23848932023,19067.79412489198,20064.51181858615,1892.2301654005723,19574.26415621901,-1805.604942432441,11513.16,-13644.011329936951,250857,-250196.07053416816
07-02-2024,104603.1565937949,85758.01456007326,21267.211868148002,78434.08481623996,178732.4530932848,114,1469.2298469723426,58549.793693021566,223337.45507414412,128853.44150584117,126845.23063283185,55529.61086024663,38691.180233312996,1317.2330455556619,37252.77812757923,-376.002757638199,11513.16,-11465.268736012089,173067,-213610.8789367354
08-02-2024,119578.55408094203,77624.27850169312,19670.38909974252,66213.36244615696,223337.65141103684,254,1468.087461704824,123014.31896895486,186236.72872171403,39812.82555609125,65524.74209987621,39516.15024916121,27641.972502324053,2653.9918239296067,30460.28408795224,-4918.216625594664,11513.16,-15997.721079334886,128983,-263337.7602943199
09-02-2024,39351.834116965816,45858.724695776255,62998.77872840469,70538.54609322542,416585.0134858615,173,1466.5252136523693,31964.232778223683,249451.75325059745,66279.60319982815,46119.58951312667,44043.46976409205,46996.65197658849,4163.8129190417285,41763.76416725409,-3881.858953961117,11513.16,-9808.52235664524,302126,-13562.83009607764
10-02-2024,118949.17315997215,54074.756375407786,29047.949393158,23826.302422510682,214823.59052494023,155,1464.1587553879726,89460.0876184981,208706.25369212858,59270.697011459124,84153.70928206044,57911.6925771252,21999.712120163324,1771.2696682279227,11189.401097230777,784.1588609194723,11513.16,-9398.793238702143,70677,-18538.371214213374
11-02-2024,35729.27617719803,26470.585113296525,43076.46678274926,53968.05063724084,356688.0763428727,137,1457.240658446215,79464.19587083222,226699.12214675028,166581.26974698348,56457.08130215497,45122.275595670806,22881.299118469797,6090.370317005778,40966.30319653505,-3104.6334091865524,11513.16,-17598.35980386721,136424,-291905.4117610404
12-02-2024,90461.74539422648,21873.274973268653,33301.003663297925,61554.856225886935,294295.9869128271,113,1468.8048768943938,45586.16920763848,187378.49992376217,109074.42458478163,118871.17593306051,66441.37930293744,38331.309324315465,3680.5606250272,12335.63512902981,957.1582100658434,11513.16,-13339.75087166632,97407,-107106.20536268532
13-02-2024,114224.94875290646,69416.63534161674,45753.05946937259,63554.57113217175,168929.64392828793,211,1461.2982869778405,79200.60966786396,100279.22487019331,93057.44768565003,123407.01603571729,18626.200393095678,44663.073006146464,2323.8624680344624,23943.574169722917,-273.3272365433186,11513.16,-10363.167431514576,36780,-347774.9572405652
14-02-2024,142532.29695932244,111651.59641089157,65326.87988923027,78315.32176061525,410561.6033950893,242,1453.280094195578,59759.05337498592,150210.30192401086,62945.85671923452,116321.08288756463,15258.125544511264,37132.24715947542,1919.7869488366186,20506.099691440475,29.1283286070784,11513.16,-15111.737874517834,345809,-45753.39215617592
15-02-2024,79025.06406239493,89120.91838864681,64617.32504614511,23552.64385144288,417587.0382676242,256,1466.5038957315744,84769.24225930648,183929.05622934652,150881.31129385426,45406.2876016519,34364.096032964284,46688.62047642327,3167.995685482703,39244.3223609604,-4707.667525455719,11513.16,-9806.255915394398,254771,-190241.5603529135
16-02-2024,174929.3437027975,41157.15609479516,38998.18116627101,35280.517300718275,391512.601946404,214,1461.4368103491038,103827.23682260654,141557.65137608867,145367.40554274112,98854.92662595927,47286.404500069926,34758.53478288517,5052.525474071424,36357.14508913393,-4483.026695295684,11513.16,-10778.822147857361,335932,-362876.91739953094
17-02-2024,33442.598953071225,24951.731634468313,59258.68120898777,46034.42930063939,354637.16989874956,111,1452.564433241908,78980.49440831272,290675.56578201597,110807.59604742234,28047.751022984874,36198.34065342133,13870.171655638034,2984.1780758356035,28307.845748219584,2755.3332750897544,11513.16,-17502.6058350768,127272,-11522.126922978787
18-02-2024,138676.97385738706,96935.43653617788,50389.84892508315,63993.38723378268,378430.6534872744,266,1452.5596084731499,37800.86172417868,270370.08763053763,165171.99659230773,105495.49603407546,58748.59108666676,35082.61003277211,5266.303565891438,23733.544981729316,1850.6466021753886,11513.16,-10868.975719218786,133237,-184249.23428118552
19-02-2024,169907.6854960327,35960.8434558476,67856.64600493695,19076.814568341346,347783.38015652966,193,1466.5448709549642,95357.63824695164,155413.05174346745,113297.73799265125,57375.5273239869,26077.77729652998,44813.15222131798,3393.826063515101,23549.54772298358,-2053.270214197757,11513.16,-13279.649713859008,72174,-132513.93115390022
20-02-2024,152205.433908846,70735.30291689598,42675.92453946454,68877.21519899285,192187.2572814037,216,1452.9092538319942,75812.77403928897,232707.52470371497,49250.770656311244,50330.32952824724,75003.48263831461,18136.404768648303,5528.863097717587,11558.308032966192,-2892.0094482113236,11513.16,-10082.954110653442,190616,-250440.71542212245
21-02-2024,89409.4116086683,99431.58050275779,22633.57794288972,44197.33815952764,178112.33934398068,64,1453.6086412102738,88435.81238522867,303593.18522877933,90072.62982880058,79065.67938237367,73004.94438984955,39590.9254539446,1147.4937535107329,33425.88824932039,-4570.546501616259,11513.16,-7389.296057898442,97351,-173611.22810913983
22-02-2024,115420.49197974568,61464.38614515371,43220.071325023906,54656.47266587235,189536.4166708901,240,1468.994447296217,97460.84331236024,201935.5353043661,62053.241741312384,84400.68018856115,42427.72210262366,13257.731513151932,6239.847889169741,25285.22997938694,-2359.877170439723,11513.16,-12154.10044848835,137874,-67203.78738344996
23-02-2024,147733.59138272575,39227.576490859385,18699.6332737553,68344.37143499475,98446.4230208019,180,1457.6720175672212,87226.77328616171,137612.82271969155,130819.16865949659,73794.3517431821,36660.55597284868,41138.73641387741,5093.354022895083,31469.14846570986,-3751.7382928184447,11513.16,-10009.447685718018,197835,-53463.83595796715
24-02-2024,159856.7035638311,68762.45546756098,15638.334292747944,70623.6220145494,183177.60404222205,272,1458.5492928033066,43607.38518391239,276867.36265918374,97891.32830849281,80555.2395265587,56320.474863314244,35869.153813771845,6163.932087716905,29464.317378731175,-3905.8815537244986,11513.16,-17598.38054814028,305323,-14526.045570204034
25-02-2024,157388.37579585056,29307.339021759617,23055.78424443933,38642.59850704761,228565.32291351212,295,1467.7433665779124,127604.92103465696,134369.93829396146,122215.16713493201,84596.23801742052,51457.64726317124,27629.003740213062,4266.865693975069,12871.208808507101,3021.2818201227738,11513.16,-10196.777815154732,306154,-34224.24919911934
26-02-2024,79489.62509969539,88166.29034415369,31962.5144333297,27873.539067397614,433685.92252654093,146,1454.212640763282,61521.84472043283,187584.4056851248,109514.09550690236,128502.81944200043,46722.226594690655,43857.01422831419,4689.3520517771485,20410.272089275488,512.4868420448165,11513.16,-16553.812162759077,197449,-338968.10385562805
27-02-2024,104284.09260177062,95829.34272440498,67315.10745011324,35111.44133498252,110598.55634200451,123,1464.8302968287846,37714.99348573332,245936.08255510704,138195.89465676722,39330.473920988166,35682.8999161706,25514.252446340357,4608.32961101645,11619.846110043767,-2493.857325127291,11513.16,-14358.614715106214,12771,-94550.06066313776
28-02-2024,112925.48148625821,93606.8021499968,43188.50274604985,35094.869465375734,338323.1231300581,101,1469.4862682147395,55895.722603994065,231288.68648947024,71345.47693880051,62830.427119724554,32148.668463380127,38750.29528967027,4456.17938170397,13838.301894390628,-4462.001307825473,11513.16,-17225.6895570501,101224,-51089.272716455685
29-02-2024,65074.577107243094,26088.008824238146,33258.80424236183,31471.664007594867,387760.27840670047,181,1452.979202422236,116476.70208778219,277080.0450409338,151989.01725123468,30086.42189943461,30638.012042099763,25155.125383439758,3717.519505091414,16367.064069646442,-2296.7426880250287,11513.16,-15211.577074505753,320979,-306339.63817754795
01-03-2024,47539.60915942375,39773.49043647741,66358.61246755935,56536.9554780943,234775.0797192614,132,1459.2449153770401,49363.35548118978,129672.9423731596,140110.81475678785,68631.82434486487,33871.49260961817,43219.750248136195,2411.3278667262066,37485.612860293695,-3015.5628016861856,11513.16,-14347.463343112511,4570,-358925.9073876279
02-03-2024,159774.2004728357,45787.67133795281,16126.568840813183,15181.041137577273,212795.59311304166,262,1455.5886186521084,36666.12808079811,140034.02119561643,135776.54635699303,47528.78340267416,29761.354602764808,19465.77122791115,3071.1875279858805,41091.92503067519,-2919.4378438677145,11513.16,-15674.676509882464,7534,-209923.72591321802
03-03-2024,56437.77225246064,51856.52073346632,47716.435845277054,71722.6133368353,307725.4975896053,170,1455.0880343510955,127023.01217120916,88018.54786698669,172392.97773642326,42493.69005875334,21050.130635554047,12827.01565640303,4562.68419873163,12013.44254237367,3914.5558128638486,11513.16,-10168.372833513977,251448,-328652.6589670981
04-03-2024,179798.66444529174,85741.64558187121,58194.96952012472,35652.919165350744,226005.34345120649,154,1465.5434474490312,121355.96792951429,120147.61090280616,120903.05457461729,81773.457560177,27011.752873905552,12050.02147905123,4557.22524633139,44863.03715384501,-5145.566878117265,11513.16,-15452.873800743788,175291,-297393.19062915066
05-03-2024,124462.58064523671,80508.79962745294,62406.26339496852,42472.38937449157,171183.64573505096,148,1460.332743930698,51601.156370454366,299967.61001759226,89165.50653597037,89076.76379644091,49633.285288193314,22568.228458764013,3810.8540237948173,45638.41511945302,-4629.774883657512,11513.16,-13076.119217525453,15396,-273421.0527512387
06-03-2024,57242.47284231317,80697.80135675063,20429.686052225425,29561.035279611962,373058.43612622586,236,1452.029225888267,97218.17911081205,237500.60240700588,126693.0095957924,116854.34033800906,60885.44236467122,41104.50634075708,1476.6966592863382,52143.12304637833,-5945.428750647081,11513.16,-9983.069323173986,125518,-15339.378496876569
07-03-2024,110396.3551475282,32910.68757443769,55946.150548820675,47149.12571617675,185696.42971321405,189,1454.4017516777144,95662.03242602441,165258.75326461828,68377.55921403179,33414.523726378844,35508.89014150097,34251.38190688784,4301.707015160144,19376.038889163443,-1944.5268867713803,11513.16,-11521.023083149455,95926,-110224.9357838794
08-03-2024,42495.070251487065,71366.9363162955,57432.72906747789,57963.534038767124,347391.4255790941,106,1466.580646009549,87973.07249101842,214122.22552250608,139162.92933448282,34381.231641909784,24429.2925408519,23204.15678965756,5301.892601171077,31264.922692153872,-3928.5082223953264,11513.16,-7749.847679920775,278376,-212241.26240760423
09-03-2024,185269.30296811726,92630.66756522351,16132.543385871355,58135.89371299178,104150.34659564322,179,1457.6731744977567,83692.72787132653,131192.6554182145,89261.35099402246,79815.10868110613,71378.31270832964,29759.81660915362,4149.410856131517,43794.60421871513,3905.0976477916875,11513.16,-8551.504632068902,195306,-73557.27470086241
10-03-2024,124061.68556347498,64288.56526043893,66705.96546211012,22227.550530223318,300091.11901985126,138,1468.048272857253,108099.1242415644,180711.45561765548,128188.87265053441,117836.90085391424,39613.598568202455,37500.55543990813,3654.5679144598053,23479.82217665072,-4550.667995751111,11513.16,-12052.743640972534,320285,-292741.281153457
11-03-2024,78279.56643932754,91543.41623911662,48268.26119575646,69061.10394100881,91010.13440140385,103,1465.3191139563935,117504.7832631533,267766.9360867557,166882.9562020817,90330.08771590183,56913.72230227208,18632.843909688112,2889.9462074541993,45803.83501079538,-6042.583607698985,11513.16,-9538.295830286499,12360,-80721.76984415541
12-03-2024,137366.60344378944,40810.92345137889,39160.180722958685,31416.25144565227,394569.1391137545,202,1452.807362686296,28615.44387060894,110620.30896323857,151569.5635532083,89426.51989982236,60020.199999633645,13250.464906929114,3716.9937085839842,48548.278196777246,2566.5155520923154,11513.16,-12478.893820960338,93197,-263294.95885055687
13-03-2024,128899.56298136027,35008.359974310355,52005.41647467375,45134.35430895863,399778.0882323112,214,1466.8940418960922,36510.15723701168,131151.58790975728,52697.95599565825,121830.72695095604,29054.98043107167,42490.3665097284,4326.023376638836,22517.847110973147,-1442.7310313426542,11513.16,-15554.518522532508,232255,-354954.6638018606
14-03-2024,62255.84531190391,33313.36172081849,46295.67747893928,48208.66567961901,415685.8888110225,130,1455.1345083629362,102636.20751117288,171794.618209355,96561.69851823023,50492.1271359284,70959.08736297073,43908.33768226626,6007.183311384637,19173.572949669004,1578.1067590315824,11513.16,-8854.975436545941,170999,-237221.64877156762
15-03-2024,177854.90315666376,34399.90805977754,46900.44489399392,44641.57332851896,368797.4291283288,272,1458.7521762417002,125749.89843686974,272036.87307048804,169915.95350132664,118350.34830484052,52273.01584527948,40196.54576250956,5295.047188594412,18958.4260843765,135.4726394269146,11513.16,-17588.88125044443,203281,-205495.62318649807
16-03-2024,102626.18061614549,33765.25885343288,39778.14167777805,68207.87621263975,179067.84863348564,221,1454.3261342567541,129089.82748354012,214956.39388536694,59032.33863266537,32104.5767388767,29206.37429730253,24258.79000682955,3027.007140176037,14586.602861929714,4266.67938796977,11513.16,-13031.565482760123,339137,-80683.2460146604
17-03-2024,167075.35073430825,43078.500387400534,50242.33832939966,50124.82824994201,141029.92399050682,285,1465.5994959275565,63904.96553693813,197790.2590590495,143779.96433508128,37698.895361793264,37742.34358999486,24505.70817498419,4939.079013411001,37555.50880917879,-3017.264241271778,11513.16,-14497.026089292569,19753,-276461.6038603853
18-03-2024,150326.12149667018,85763.92959722957,26720.007871613547,18066.974792424004,341618.6398221464,102,1467.2580076996685,56448.848095357534,206448.3881481286,38941.849136378776,51047.832483956256,56004.65316109821,13687.816243765326,3409.9925433212497,21075.76654540971,-2915.1171157707263,11513.16,-8511.980094837054,80359,-307819.6651742835
19-03-2024,81159.28525431512,86108.56293378357,51505.787137021674,23411.001117854823,393342.4038548751,130,1451.332716498557,53994.55944199486,170738.1830269504,151846.48260086862,117043.75362180873,71668.33978340751,31727.797314765397,2040.9729004560309,39579.038627886854,-2177.0556077727706,11513.16,-16196.709211729547,103823,-41116.74746405991
20-03-2024,39031.527081969834,67057.96162900848,42928.152697948535,69691.8185490853,117466.30778341334,145,1450.2137841362965,131050.28726398968,188866.26484315522,105932.59937819322,100560.71451507382,31383.704810100397,33294.04593334749,4527.878462016681,44928.132548464724,-1640.1329963208382,11513.16,-12702.367754144252,43571,-113522.31587785642
21-03-2024,90952.58139530849,99435.85692345479,20742.05725883206,46895.04434703272,315062.8420100212,177,1464.2675045582516,112800.29515834099,292440.2726667217,66571.186498818,109404.43916515978,71840.98823268301,32485.11514673874,2539.1284369792274,27982.586283993613,-4920.018382319232,11513.16,-7861.318607236035,118964,-263230.6320096402
22-03-2024,42079.06985365614,67176.09463499235,24011.612479089046,32853.247790376845,307791.49735441484,239,1460.311135174775,31188.782926789485,232762.43936850032,90403.3182130433,66725.71206752009,36216.045396792804,28716.791429399338,4757.2045622436435,43781.366350876444,1433.829764061672,11513.16,-7375.790938490396,42952,-128880.57506166893
23-03-2024,99063.32028181103,32676.677363611016,43671.01755385199,34802.85802791432,267113.2758082821,233,1465.7865505944903,127040.09063605724,143590.97568483843,148244.71890242878,110005.67608910917,27068.759642459838,25166.905111400032,1956.2168076099883,28486.253252097576,-4232.164938924041,11513.16,-8646.595290600886,56410,-60233.87694784906
24-03-2024,173720.92753291168,86959.43402743599,19388.179773236316,54356.546579095455,415127.5672873758,233,1453.054908923916,57214.81933890016,146942.1662477539,95201.56394260196,29366.253862903053,31901.943996203365,31273.837512002086,5483.281093513611,38930.77904891576,179.96421129950522,11513.16,-12100.43900388046,208422,-17296.65466720448
25-03-2024,122144.52830794541,28712.24777321997,32082.709125568977,28224.88096644225,255217.06553552143,154,1466.407676989297,58283.60177206279,271911.09477115533,173253.21002890458,81633.19242342997,56718.44623452058,44003.93672421815,5258.268436092063,48643.69654238508,-5709.77975823241,11513.16,-7904.861534057021,72823,-31106.227662773337
26-03-2024,94855.846110354,75740.7625067581,17793.23852409685,39871.07252170574,233045.21005421143,254,1454.91507345134,125471.4756844717,206272.01649430048,113559.36871052123,61461.96600150844,65625.30351345598,39837.06668748057,3083.439771474141,19410.46116363535,-1799.045128570553,11513.16,-17364.251440596992,168754,-56568.230924872856
